Date,Pair,Correlation
2024-11-26,Fly6/Fly9,0.18829098088064555
2024-11-27,Fly6/Fly9,0.16685581152094148
2024-11-28,Fly6/Fly9,0.06730194844654926
2024-11-29,Fly6/Fly9,0.0392068905999932
2024-12-02,Fly6/Fly9,0.031637214997529424
2024-12-03,Fly6/Fly9,0.016464423316017014
2024-12-04,Fly6/Fly9,0.029446787195089343
2024-12-05,Fly6/Fly9,0.02272147866611778
2024-12-06,Fly6/Fly9,-0.11637857199206102
2024-12-09,Fly6/Fly9,-0.12676659584149344
2024-12-10,Fly6/Fly9,-0.11637857199185737
2024-12-11,Fly6/Fly9,-0.08976380338068757
2024-12-12,Fly6/Fly9,-0.10140756558187818
2024-12-13,Fly6/Fly9,-0.10973613590642546
2024-12-16,Fly6/Fly9,-0.12196272914724357
2024-12-17,Fly6/Fly9,-0.12146875352428196
2024-12-18,Fly6/Fly9,0.0429188502162379
2024-12-19,Fly6/Fly9,0.04291885021622348
2024-12-20,Fly6/Fly9,0.015763206220261873
2024-12-23,Fly6/Fly9,0.03082993115045
2024-12-24,Fly6/Fly9,0.03033541385010492
2024-12-26,Fly6/Fly9,0.038149690250050716
2024-12-27,Fly6/Fly9,-0.05177271123104603
2024-12-30,Fly6/Fly9,-0.08850865302658661
2024-12-31,Fly6/Fly9,-0.09060001657605297
2025-01-02,Fly6/Fly9,-0.09117197519699033
2025-01-03,Fly6/Fly9,-0.10959401675617349
2025-01-06,Fly6/Fly9,-0.13748040051183563
2025-01-07,Fly6/Fly9,-0.15356833682697
2025-01-08,Fly6/Fly9,-0.10893776412502584
2025-01-09,Fly6/Fly9,-0.11580374108381322
2025-01-10,Fly6/Fly9,-0.1089570112277427
2025-01-13,Fly6/Fly9,-0.10834311813193177
2025-01-14,Fly6/Fly9,-0.1425316625512998
2025-01-15,Fly6/Fly9,-0.1019915132468595
2025-01-16,Fly6/Fly9,-0.09545616971122278
2025-01-17,Fly6/Fly9,-0.11361394479674133
2025-01-20,Fly6/Fly9,-0.11510736726186525
2025-01-21,Fly6/Fly9,-0.123211001368441
2025-01-22,Fly6/Fly9,-0.11490745887493298
2025-01-23,Fly6/Fly9,-0.12956398878729875
2025-01-24,Fly6/Fly9,-0.06533506693685089
2025-01-27,Fly6/Fly9,-0.04796177679293741
2025-01-28,Fly6/Fly9,-0.04796177679304736
2025-01-29,Fly6/Fly9,-0.04775712870086322
2025-01-30,Fly6/Fly9,-0.03881537404968946
2025-01-31,Fly6/Fly9,-0.03778606905441596
2025-02-03,Fly6/Fly9,-0.028418660843050832
2025-02-04,Fly6/Fly9,-0.018909482647572626
2025-02-05,Fly6/Fly9,-0.030064245597687146
2025-02-06,Fly6/Fly9,-0.03016010878967063
2025-02-07,Fly6/Fly9,-0.0313012049802544
2025-02-10,Fly6/Fly9,-0.04978873725380807
2025-02-11,Fly6/Fly9,-0.04076516920388732
2025-02-12,Fly6/Fly9,-0.04126259496330363
2025-02-13,Fly6/Fly9,-0.06883408763599112
2025-02-14,Fly6/Fly9,-0.08012417513764046
2025-02-17,Fly6/Fly9,-0.10070545636953906
2025-02-18,Fly6/Fly9,-0.10087483365061718
2025-02-19,Fly6/Fly9,-0.12762981823078764
2025-02-20,Fly6/Fly9,-0.11000457903628744
2025-02-21,Fly6/Fly9,-0.11000457903615547
2025-02-24,Fly6/Fly9,-0.133155363816419
2025-02-25,Fly6/Fly9,-0.13348195811320165
2025-02-26,Fly6/Fly9,-0.14457363711297022
2025-02-27,Fly6/Fly9,-0.07330948817714877
2025-02-28,Fly6/Fly9,-0.030076541940249123
2025-03-03,Fly6/Fly9,-0.03755566323341978
2025-03-04,Fly6/Fly9,-0.038634243910340565
2025-03-05,Fly6/Fly9,0.05248449135021989
2025-03-06,Fly6/Fly9,0.05192429153953185
2025-03-07,Fly6/Fly9,0.06948866901707161
2025-03-10,Fly6/Fly9,0.060808748563921676
2025-03-11,Fly6/Fly9,0.0608035485551303
2025-03-12,Fly6/Fly9,0.042355778151795635
2025-03-13,Fly6/Fly9,0.04235577815189823
2025-03-14,Fly6/Fly9,-0.16753032769859966
2025-03-17,Fly6/Fly9,-0.1846697925627577
2025-03-18,Fly6/Fly9,-0.15774125895050883
2025-03-19,Fly6/Fly9,-0.016375848367219153
2025-03-20,Fly6/Fly9,-0.008127601512922826
2025-03-21,Fly6/Fly9,0.00746782868544819
2025-03-24,Fly6/Fly9,0.09650802907793425
2025-03-25,Fly6/Fly9,0.12472983249876085
2025-03-26,Fly6/Fly9,0.12334044348401586
2025-03-27,Fly6/Fly9,0.1137971644746813
2025-03-28,Fly6/Fly9,0.1391983401400365
2025-03-30,Fly6/Fly9,0.1397613056429316
2025-03-31,Fly6/Fly9,0.1585032814196559
2025-04-01,Fly6/Fly9,0.1513266150838281
2025-04-02,Fly6/Fly9,0.15175144608909086
2025-04-03,Fly6/Fly9,0.13402644714836487
2025-04-04,Fly6/Fly9,0.1322542825799664
2025-04-07,Fly6/Fly9,0.16168650275926652
2025-04-08,Fly6/Fly9,0.15828589240005878
2025-04-09,Fly6/Fly9,0.15561324048774666
2025-04-10,Fly6/Fly9,0.16496459298723068
2025-04-11,Fly6/Fly9,0.15185437626793652
2025-04-14,Fly6/Fly9,0.15185437626801535
2025-04-15,Fly6/Fly9,0.15012692438765013
2025-04-16,Fly6/Fly9,0.17283677836405642
2025-04-17,Fly6/Fly9,0.1720539212338713
2025-04-21,Fly6/Fly9,0.17284439280563113
2025-04-22,Fly6/Fly9,0.17432406405082848
2025-04-23,Fly6/Fly9,0.1670796823589385
2025-04-24,Fly6/Fly9,0.16782168164194186
2025-04-25,Fly6/Fly9,0.1677050983129674
2025-04-28,Fly6/Fly9,0.16770509831296243
2025-04-29,Fly6/Fly9,0.16641717086502533
2025-04-30,Fly6/Fly9,0.1773254181438689
2025-05-01,Fly6/Fly9,0.17796064302105144
2025-05-02,Fly6/Fly9,0.17796064302111864
2025-05-05,Fly6/Fly9,0.1721867588387345
2025-05-06,Fly6/Fly9,0.18703141803672962
2025-05-07,Fly6/Fly9,0.16862944482311806
2025-05-08,Fly6/Fly9,0.16094549129299415
2025-05-09,Fly6/Fly9,0.1609454912929943
2025-05-12,Fly6/Fly9,0.19907289589532168
2025-05-13,Fly6/Fly9,0.21150218806105614
2025-05-14,Fly6/Fly9,0.21845705794918346
2025-05-15,Fly6/Fly9,0.20849265304749198
2025-05-16,Fly6/Fly9,0.2073783277036409
2025-05-19,Fly6/Fly9,0.20809226883662227
2025-05-20,Fly6/Fly9,0.22790856679329985
2025-05-21,Fly6/Fly9,0.23605453033143978
2025-05-22,Fly6/Fly9,0.18983417268074518
2025-05-23,Fly6/Fly9,0.15734381953032556
2025-05-26,Fly6/Fly9,0.1694763088924799
2025-05-27,Fly6/Fly9,0.16055801396301067
2025-05-28,Fly6/Fly9,0.09645974139633559
2025-05-29,Fly6/Fly9,0.09663843558711575
2025-05-30,Fly6/Fly9,0.07913387167528502
2025-06-02,Fly6/Fly9,0.08934834649114663
2025-06-03,Fly6/Fly9,0.12608937677155976
2025-06-04,Fly6/Fly9,0.14833970131733484
2025-06-05,Fly6/Fly9,0.15020082103624044
2025-06-06,Fly6/Fly9,0.2247317748624047
2025-06-09,Fly6/Fly9,0.2474333199372382
2025-06-10,Fly6/Fly9,0.27302105197220705
2025-06-11,Fly6/Fly9,0.11782129183980165
2025-06-12,Fly6/Fly9,0.103983902043647
2025-06-13,Fly6/Fly9,0.09429156545317854
2025-06-16,Fly6/Fly9,0.09034340977464159
2025-06-17,Fly6/Fly9,0.08514331630390588
2025-06-18,Fly6/Fly9,0.2309464437428086
2025-06-19,Fly6/Fly9,0.24523309297165186
2025-06-20,Fly6/Fly9,0.22597834488198382
2025-06-23,Fly6/Fly9,0.22705452882228147
2025-06-24,Fly6/Fly9,0.23719188952316214
2025-06-25,Fly6/Fly9,0.23825881474271732
2025-06-26,Fly6/Fly9,0.20553791257395768
2025-06-27,Fly6/Fly9,0.225854073892665
2025-06-30,Fly6/Fly9,0.22626500843549538
2025-07-01,Fly6/Fly9,0.22626500843530192
2025-07-02,Fly6/Fly9,0.2552815710652513
2025-07-03,Fly6/Fly9,0.265739950308323
2025-07-04,Fly6/Fly9,0.25666688693925216
2025-07-07,Fly6/Fly9,0.2655182356413742
2025-07-08,Fly6/Fly9,0.29870129870138473
2025-07-09,Fly6/Fly9,0.2853963189068255
2025-07-10,Fly6/Fly9,0.2838191243768048
2025-07-11,Fly6/Fly9,0.29361594102514105
2025-07-14,Fly6/Fly9,0.30227277874201475
2025-07-15,Fly6/Fly9,0.3021106504128485
2025-07-16,Fly6/Fly9,0.3074565273373313
2025-07-17,Fly6/Fly9,0.30534782574296493
2025-07-18,Fly6/Fly9,0.32045279829460815
2025-07-21,Fly6/Fly9,0.32084791109254673
2025-07-22,Fly6/Fly9,0.33774283996779375
2025-07-23,Fly6/Fly9,0.3374536711741175
2025-07-24,Fly6/Fly9,0.3460536979279875
2025-07-25,Fly6/Fly9,0.36425728153065356
2025-07-28,Fly6/Fly9,0.3376522012214908
2025-07-29,Fly6/Fly9,0.3079882779576716
2025-07-30,Fly6/Fly9,0.34307802905337564
2025-07-31,Fly6/Fly9,0.35671948829538036
2025-08-01,Fly6/Fly9,0.3540858802528842
2025-08-04,Fly6/Fly9,0.31916149625282403
2025-08-05,Fly6/Fly9,0.3223655828777266
2025-08-06,Fly6/Fly9,0.32236558287762906
2025-08-07,Fly6/Fly9,0.33769200899832585
2025-08-08,Fly6/Fly9,0.33979163553646907
2025-08-11,Fly6/Fly9,0.3310747568676755
2025-08-12,Fly6/Fly9,0.3299237359115323
2025-08-13,Fly6/Fly9,0.3474349810985182
2025-08-14,Fly6/Fly9,0.34627042711240474
2025-08-15,Fly6/Fly9,0.347434981098532
2025-08-18,Fly6/Fly9,0.361428785358645
2025-08-19,Fly6/Fly9,0.3770794464377173
2025-08-20,Fly6/Fly9,0.36900893875017726
2025-08-21,Fly6/Fly9,0.36702777560444033
2025-08-22,Fly6/Fly9,0.38343164675036345
2025-08-25,Fly6/Fly9,0.4151992031007316
2025-08-26,Fly6/Fly9,0.4151992031007316
2025-08-27,Fly6/Fly9,0.3821593120353757
2025-08-28,Fly6/Fly9,0.3819279328194787
2025-08-29,Fly6/Fly9,0.3682140464972824
2025-09-01,Fly6/Fly9,0.3599078753729216
2025-09-02,Fly6/Fly9,0.343756294421921
2025-09-03,Fly6/Fly9,0.360458489619898
2025-09-04,Fly6/Fly9,0.3606284613589876
2025-09-05,Fly6/Fly9,0.35257847683737187
2025-09-08,Fly6/Fly9,0.3751563477225631
2025-09-09,Fly6/Fly9,0.39240267483901936
2025-09-10,Fly6/Fly9,0.2836610856351236
2025-09-11,Fly6/Fly9,0.28531831425052956
2025-09-12,Fly6/Fly9,0.31237900883430697
2025-09-15,Fly6/Fly9,0.296994257888927
2025-09-16,Fly6/Fly9,0.3028262510347551
2025-09-17,Fly6/Fly9,0.3188391959141204
2025-09-18,Fly6/Fly9,0.34973605468816055
2025-09-19,Fly6/Fly9,0.3647715218869416
2025-09-22,Fly6/Fly9,0.36303316755841103
2025-09-23,Fly6/Fly9,0.38015826016898907
2025-09-24,Fly6/Fly9,0.34935614607620435
2025-09-25,Fly6/Fly9,0.33916093005573317
2025-09-26,Fly6/Fly9,0.33817163983327975
2025-09-29,Fly6/Fly9,0.3257592932484712
2025-09-30,Fly6/Fly9,0.3036142815398665
2025-10-01,Fly6/Fly9,0.3365277525276142
2025-10-02,Fly6/Fly9,0.33849008797862795
2025-10-03,Fly6/Fly9,0.338490087978774
2025-10-06,Fly6/Fly9,0.3384900879787858
2025-10-07,Fly6/Fly9,0.34034979668725923
2025-10-08,Fly6/Fly9,0.33813106242575586
2025-10-09,Fly6/Fly9,0.3481331555560832
2025-10-10,Fly6/Fly9,0.3398095269808391
2025-10-13,Fly6/Fly9,0.34126426606427457
2025-10-14,Fly6/Fly9,0.34126426606432503
2025-10-15,Fly6/Fly9,0.3256076897435402
2025-10-16,Fly6/Fly9,0.31444592315524666
2025-10-17,Fly6/Fly9,0.27411972090629744
2025-10-20,Fly6/Fly9,0.30814105393914115
2025-10-21,Fly6/Fly9,0.32261686371897047
2025-10-22,Fly6/Fly9,0.3211620923529715
2025-10-23,Fly6/Fly9,0.33265604499230894
2025-10-24,Fly6/Fly9,0.3511491764456741
2025-10-27,Fly6/Fly9,0.3486396927646842
2025-10-28,Fly6/Fly9,0.3400032678339823
2025-10-29,Fly6/Fly9,0.3317895566511528
2025-10-30,Fly6/Fly9,0.3317895566513532
2025-10-31,Fly6/Fly9,0.3317895566513506
2025-11-03,Fly6/Fly9,0.3405739593259868
2025-11-04,Fly6/Fly9,0.35265909010081675
2025-11-05,Fly6/Fly9,0.3526590901009569
2025-11-06,Fly6/Fly9,0.36718185499966904
2025-11-07,Fly6/Fly9,0.38150365448519374
2025-11-10,Fly6/Fly9,0.38224998590189707
2025-11-11,Fly6/Fly9,0.38224998590212006
2025-11-12,Fly6/Fly9,0.3941900469133179
2025-11-13,Fly6/Fly9,0.403475291479966
2025-11-14,Fly6/Fly9,0.38494913103843126
2025-11-17,Fly6/Fly9,0.3482148717436251
2025-11-18,Fly6/Fly9,0.3310153942606566
2025-11-19,Fly6/Fly9,0.37588907870436206
2025-11-20,Fly6/Fly9,0.3788530036647743
2025-11-21,Fly6/Fly9,0.4018137749939429
2025-11-24,Fly6/Fly9,0.41728532575614363
2025-11-25,Fly6/Fly9,0.396858241124287
2025-11-26,Fly6/Fly9,0.3941386055295522
2025-11-27,Fly6/Fly9,0.37588907870405264
2025-11-28,Fly6/Fly9,0.3514172706735656
2025-12-01,Fly6/Fly9,0.33225830941784296
2025-12-02,Fly6/Fly9,0.32237279746705977
2025-12-03,Fly6/Fly9,0.33796533864593103
2025-12-04,Fly6/Fly9,0.33673128979679273
2025-12-05,Fly6/Fly9,0.31622001572735686
2025-12-08,Fly6/Fly9,0.3643126362558698
2025-12-09,Fly6/Fly9,0.35906006203792973
2025-12-10,Fly6/Fly9,0.3665973284023472
2025-12-11,Fly6/Fly9,0.38438517604448286
2025-12-12,Fly6/Fly9,0.38049056234409184
2025-12-15,Fly6/Fly9,0.35353045467457445
2025-12-16,Fly6/Fly9,0.35353045467457445
2025-12-17,Fly6/Fly9,0.2959646305704472
2025-12-18,Fly6/Fly9,0.29496893756944087
2025-12-19,Fly6/Fly9,0.29596463057030453
2025-12-22,Fly6/Fly9,0.31939400259357675
2025-12-23,Fly6/Fly9,0.3444373818519844
2025-12-24,Fly6/Fly9,0.33153479521248963
2025-12-26,Fly6/Fly9,0.3350412786339133
2025-12-29,Fly6/Fly9,0.3188531706748204
2025-12-30,Fly6/Fly9,0.3000802635047442
2025-12-31,Fly6/Fly9,0.29759629262998527
2026-01-02,Fly6/Fly9,0.3276773032845634
2026-01-05,Fly6/Fly9,0.3276773032847342
2026-01-06,Fly6/Fly9,0.32508659486845515
2026-01-07,Fly6/Fly9,0.32569016477148266
2026-01-08,Fly6/Fly9,0.2841583087181559
2026-01-09,Fly6/Fly9,0.30735851777836304
2026-01-12,Fly6/Fly9,0.30916336798939476
2026-01-13,Fly6/Fly9,0.35545904825934055
2026-01-14,Fly6/Fly9,0.37169908569210947
2026-01-15,Fly6/Fly9,0.387810489722859
2026-01-16,Fly6/Fly9,0.3913657039828312
2026-01-19,Fly6/Fly9,0.3746146715294574
2026-01-20,Fly6/Fly9,0.2971530447052139
2026-01-21,Fly6/Fly9,0.28734612810555765
2026-01-22,Fly6/Fly9,0.26173229762021943
2026-01-23,Fly6/Fly9,0.25085629916287344
2026-01-26,Fly6/Fly9,0.27872915132952475
2026-01-27,Fly6/Fly9,0.2679598107199402
2026-01-28,Fly6/Fly9,0.26892817950549913
2026-01-29,Fly6/Fly9,0.23812523812808842
2026-01-30,Fly6/Fly9,0.2471065123061816
2026-02-02,Fly6/Fly9,0.24564218508681834
2026-02-03,Fly6/Fly9,0.22702641938825235
2026-02-04,Fly6/Fly9,0.22812621852708498
2026-02-05,Fly6/Fly9,0.21044462261358987
2026-02-06,Fly6/Fly9,0.19957504775207932
2026-02-09,Fly6/Fly9,0.17029376661501527
2026-02-10,Fly6/Fly9,0.17086225532809712
2026-02-11,Fly6/Fly9,0.1860302740616818
2026-02-12,Fly6/Fly9,0.19897363556382514
2026-02-13,Fly6/Fly9,0.1951112703339502
2026-02-16,Fly6/Fly9,0.1941018968742368
2026-02-17,Fly6/Fly9,0.21748954172501722
2026-02-18,Fly6/Fly9,0.21748954172493512
2026-02-19,Fly6/Fly9,0.23375892522849798
2026-02-20,Fly6/Fly9,0.2461100349069062
2026-02-23,Fly6/Fly9,0.2632299212600789
2026-02-24,Fly6/Fly9,0.24312252558530695
2026-02-25,Fly6/Fly9,0.24312252558530695
2026-02-26,Fly6/Fly9,0.24312252558529387
2026-02-27,Fly6/Fly9,0.2302027216106311
2026-03-02,Fly6/Fly9,0.24353965629738433
2026-03-03,Fly6/Fly9,0.25552703271925215
2026-03-04,Fly6/Fly9,0.24702790656041554
2026-03-05,Fly6/Fly9,0.24769847712511983
2026-03-06,Fly6/Fly9,-0.032107258119422846
2026-03-09,Fly6/Fly9,-0.04308329141931977
2026-03-10,Fly6/Fly9,-0.009565319587323116
2026-03-11,Fly6/Fly9,0.03385480896346696
2026-03-12,Fly6/Fly9,0.03385480896346411
2026-03-13,Fly6/Fly9,0.057863916353245615
2026-03-16,Fly6/Fly9,0.05720109223191309
2026-03-17,Fly6/Fly9,0.059070027503311806
2026-03-18,Fly6/Fly9,0.03803548083196576
2026-03-19,Fly6/Fly9,0.136737986549974
2026-03-20,Fly6/Fly9,0.0744619230339027
2026-03-23,Fly6/Fly9,0.12533132948792874
2026-03-24,Fly6/Fly9,0.11903111588992064
2026-03-25,Fly6/Fly9,0.11887289203598275
2026-03-26,Fly6/Fly9,0.12875300899367195
2026-03-27,Fly6/Fly9,0.13418156382189605
2026-03-30,Fly6/Fly9,0.13546400607692666
2026-03-31,Fly6/Fly9,0.14071762677915825
2026-04-01,Fly6/Fly9,0.15633007535346846
2026-04-02,Fly6/Fly9,0.1631239437978882
2026-04-06,Fly6/Fly9,0.16367483566875246
2026-04-07,Fly6/Fly9,0.1721563281701033
2026-04-08,Fly6/Fly9,0.16357997978368416
2026-04-09,Fly6/Fly9,0.1590014117392876
2026-04-10,Fly6/Fly9,0.1532885927390179
2026-04-13,Fly6/Fly9,0.1525414228925741
2026-04-14,Fly6/Fly9,0.15253555026388604
2026-04-15,Fly6/Fly9,0.16511033510974038
2026-04-16,Fly6/Fly9,0.17677669529688098
2026-04-17,Fly6/Fly9,0.1788662786262769
2026-04-20,Fly6/Fly9,0.17851362251718636
2026-04-21,Fly6/Fly9,0.16708903848335907
2026-04-22,Fly6/Fly9,0.17571289494255893
2026-04-23,Fly6/Fly9,0.17546946931909524
2026-04-24,Fly6/Fly9,0.18336406919541612
2026-04-27,Fly6/Fly9,0.17355429839620481
2026-04-28,Fly6/Fly9,0.1654293132237385
2026-04-29,Fly6/Fly9,0.1711269663971052
2026-04-30,Fly6/Fly9,0.17109591312497327
2026-05-01,Fly6/Fly9,0.17837022176305736
2026-05-04,Fly6/Fly9,0.18525669412800672
2026-05-05,Fly6/Fly9,0.18614161456748424
2026-05-06,Fly6/Fly9,0.18491762727076205
2026-05-07,Fly6/Fly9,0.180275926236565
2026-05-08,Fly6/Fly9,0.1753042690539851
2026-05-11,Fly6/Fly9,0.17903921202847897
2026-05-12,Fly6/Fly9,0.18044877607550106
2026-05-13,Fly6/Fly9,0.17102210642587978
2026-05-14,Fly6/Fly9,0.17753091946288585
2026-05-15,Fly6/Fly9,0.17753091946278304
2026-05-18,Fly6/Fly9,0.18865542303146554
2026-05-19,Fly6/Fly9,0.1886554230315551
2026-05-20,Fly6/Fly9,0.205794697396045
2026-05-21,Fly6/Fly9,0.20421443159863947
2026-05-22,Fly6/Fly9,0.19721147684885074
2026-05-25,Fly6/Fly9,0.1810370190149498
2026-05-26,Fly6/Fly9,0.16936531054508558
2026-05-27,Fly6/Fly9,0.14402855531775166
2026-05-28,Fly6/Fly9,0.1357559509609346
2026-05-29,Fly6/Fly9,0.11536791104335661
2026-06-01,Fly6/Fly9,0.25427055576006025
2026-06-02,Fly6/Fly9,0.2542705557600133
2026-06-03,Fly6/Fly9,0.23870751647125135
2026-06-04,Fly6/Fly9,0.22132918187491188
2026-06-05,Fly6/Fly9,0.18473936517540276
2026-06-08,Fly6/Fly9,0.16913701438516213
2026-06-09,Fly6/Fly9,0.16042506659393022
2026-06-10,Fly6/Fly9,0.1427823976696975
2026-06-11,Fly6/Fly9,0.17055297633494718
2024-01-03,Fly6/Fly10,
2024-01-04,Fly6/Fly10,
2024-01-05,Fly6/Fly10,
2024-01-08,Fly6/Fly10,
2024-01-09,Fly6/Fly10,
2024-01-10,Fly6/Fly10,
2024-01-11,Fly6/Fly10,
2024-01-12,Fly6/Fly10,
2024-01-15,Fly6/Fly10,
2024-01-16,Fly6/Fly10,
2024-01-17,Fly6/Fly10,
2024-01-18,Fly6/Fly10,
2024-01-19,Fly6/Fly10,
2024-01-22,Fly6/Fly10,
2024-01-23,Fly6/Fly10,
2024-01-24,Fly6/Fly10,
2024-01-25,Fly6/Fly10,
2024-01-26,Fly6/Fly10,
2024-01-29,Fly6/Fly10,
2024-01-30,Fly6/Fly10,
2024-01-31,Fly6/Fly10,
2024-02-01,Fly6/Fly10,
2024-02-02,Fly6/Fly10,
2024-02-05,Fly6/Fly10,
2024-02-06,Fly6/Fly10,
2024-02-07,Fly6/Fly10,
2024-02-08,Fly6/Fly10,
2024-02-09,Fly6/Fly10,
2024-02-12,Fly6/Fly10,
2024-02-13,Fly6/Fly10,
2024-02-14,Fly6/Fly10,
2024-02-15,Fly6/Fly10,
2024-02-16,Fly6/Fly10,
2024-02-19,Fly6/Fly10,
2024-02-20,Fly6/Fly10,
2024-02-21,Fly6/Fly10,
2024-02-22,Fly6/Fly10,
2024-02-23,Fly6/Fly10,
2024-02-26,Fly6/Fly10,
2024-02-27,Fly6/Fly10,
2024-02-28,Fly6/Fly10,
2024-02-29,Fly6/Fly10,
2024-03-01,Fly6/Fly10,
2024-03-04,Fly6/Fly10,
2024-03-05,Fly6/Fly10,
2024-03-06,Fly6/Fly10,
2024-03-07,Fly6/Fly10,
2024-03-08,Fly6/Fly10,
2024-03-11,Fly6/Fly10,
2024-03-12,Fly6/Fly10,
2024-03-13,Fly6/Fly10,
2024-03-14,Fly6/Fly10,
2024-03-15,Fly6/Fly10,
2024-03-18,Fly6/Fly10,
2024-03-19,Fly6/Fly10,
2024-03-20,Fly6/Fly10,
2024-03-21,Fly6/Fly10,
2024-03-22,Fly6/Fly10,
2024-03-25,Fly6/Fly10,
2024-03-26,Fly6/Fly10,
2024-03-27,Fly6/Fly10,
2024-03-28,Fly6/Fly10,
2024-04-02,Fly6/Fly10,
2024-04-03,Fly6/Fly10,
2024-04-04,Fly6/Fly10,
2024-04-05,Fly6/Fly10,
2024-04-08,Fly6/Fly10,
2024-04-09,Fly6/Fly10,
2024-04-10,Fly6/Fly10,
2024-04-11,Fly6/Fly10,
2024-04-12,Fly6/Fly10,
2024-04-15,Fly6/Fly10,
2024-04-16,Fly6/Fly10,
2024-04-17,Fly6/Fly10,
2024-04-18,Fly6/Fly10,
2024-04-19,Fly6/Fly10,
2024-04-22,Fly6/Fly10,
2024-04-23,Fly6/Fly10,
2024-04-24,Fly6/Fly10,
2024-04-25,Fly6/Fly10,
2024-04-26,Fly6/Fly10,
2024-04-29,Fly6/Fly10,
2024-04-30,Fly6/Fly10,
2024-05-02,Fly6/Fly10,
2024-05-03,Fly6/Fly10,
2024-05-06,Fly6/Fly10,
2024-05-07,Fly6/Fly10,
2024-05-08,Fly6/Fly10,
2024-05-09,Fly6/Fly10,
2024-05-10,Fly6/Fly10,
2024-05-13,Fly6/Fly10,
2024-05-14,Fly6/Fly10,
2024-05-15,Fly6/Fly10,
2024-05-16,Fly6/Fly10,
2024-05-17,Fly6/Fly10,
2024-05-20,Fly6/Fly10,
2024-05-21,Fly6/Fly10,
2024-05-22,Fly6/Fly10,
2024-05-23,Fly6/Fly10,
2024-05-24,Fly6/Fly10,
2024-05-27,Fly6/Fly10,
2024-05-28,Fly6/Fly10,
2024-05-29,Fly6/Fly10,
2024-05-30,Fly6/Fly10,
2024-05-31,Fly6/Fly10,
2024-06-03,Fly6/Fly10,
2024-06-04,Fly6/Fly10,
2024-06-05,Fly6/Fly10,
2024-06-06,Fly6/Fly10,
2024-06-07,Fly6/Fly10,
2024-06-10,Fly6/Fly10,
2024-06-11,Fly6/Fly10,
2024-06-12,Fly6/Fly10,
2024-06-13,Fly6/Fly10,
2024-06-14,Fly6/Fly10,
2024-06-17,Fly6/Fly10,
2024-06-18,Fly6/Fly10,
2024-06-19,Fly6/Fly10,
2024-06-20,Fly6/Fly10,
2024-06-21,Fly6/Fly10,
2024-06-24,Fly6/Fly10,
2024-06-25,Fly6/Fly10,
2024-06-26,Fly6/Fly10,
2024-06-27,Fly6/Fly10,
2024-06-28,Fly6/Fly10,
2024-07-01,Fly6/Fly10,
2024-07-02,Fly6/Fly10,
2024-07-03,Fly6/Fly10,
2024-07-04,Fly6/Fly10,
2024-07-05,Fly6/Fly10,
2024-07-08,Fly6/Fly10,
2024-07-09,Fly6/Fly10,
2024-07-10,Fly6/Fly10,
2024-07-11,Fly6/Fly10,
2024-07-12,Fly6/Fly10,
2024-07-15,Fly6/Fly10,
2024-07-16,Fly6/Fly10,
2024-07-17,Fly6/Fly10,
2024-07-18,Fly6/Fly10,
2024-07-19,Fly6/Fly10,
2024-07-22,Fly6/Fly10,
2024-07-23,Fly6/Fly10,
2024-07-24,Fly6/Fly10,
2024-07-25,Fly6/Fly10,
2024-07-26,Fly6/Fly10,
2024-07-29,Fly6/Fly10,
2024-07-30,Fly6/Fly10,
2024-07-31,Fly6/Fly10,
2024-08-01,Fly6/Fly10,
2024-08-02,Fly6/Fly10,
2024-08-05,Fly6/Fly10,
2024-08-06,Fly6/Fly10,
2024-08-07,Fly6/Fly10,
2024-08-08,Fly6/Fly10,
2024-08-09,Fly6/Fly10,
2024-08-12,Fly6/Fly10,
2024-08-13,Fly6/Fly10,
2024-08-14,Fly6/Fly10,
2024-08-15,Fly6/Fly10,
2024-08-16,Fly6/Fly10,
2024-08-19,Fly6/Fly10,
2024-08-20,Fly6/Fly10,
2024-08-21,Fly6/Fly10,
2024-08-22,Fly6/Fly10,
2024-08-23,Fly6/Fly10,
2024-08-26,Fly6/Fly10,
2024-08-27,Fly6/Fly10,
2024-08-28,Fly6/Fly10,
2024-08-29,Fly6/Fly10,
2024-08-30,Fly6/Fly10,
2024-09-02,Fly6/Fly10,
2024-09-03,Fly6/Fly10,
2024-09-04,Fly6/Fly10,
2024-09-05,Fly6/Fly10,
2024-09-06,Fly6/Fly10,
2024-09-09,Fly6/Fly10,
2024-09-10,Fly6/Fly10,
2024-09-11,Fly6/Fly10,
2024-09-12,Fly6/Fly10,
2024-09-13,Fly6/Fly10,
2024-09-16,Fly6/Fly10,
2024-09-17,Fly6/Fly10,
2024-09-18,Fly6/Fly10,
2024-09-19,Fly6/Fly10,
2024-09-20,Fly6/Fly10,
2024-09-23,Fly6/Fly10,
2024-09-24,Fly6/Fly10,
2024-09-25,Fly6/Fly10,
2024-09-26,Fly6/Fly10,
2024-09-27,Fly6/Fly10,
2024-09-30,Fly6/Fly10,
2024-10-01,Fly6/Fly10,
2024-10-02,Fly6/Fly10,
2024-10-03,Fly6/Fly10,
2024-10-04,Fly6/Fly10,
2024-10-06,Fly6/Fly10,
2024-10-07,Fly6/Fly10,
2024-10-08,Fly6/Fly10,
2024-10-09,Fly6/Fly10,
